customerID,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,tenure_group,monthly_charges_quartile,SeniorCitizen,TotalCharges,has_social_ties,contract_risk_score,is_fiber_optic,num_services,num_protection_services,monthly_charges_zscore,monthly_charges_per_service,tenure_x_contract_risk,charges_to_tenure_ratio,total_to_monthly_ratio
9503-XJUME,Male,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No,loyal,Q1,0,928.4,1,1,0,1,0,-1.4992,9.825,52,0.3708,44.9588
4367-NHWMM,Female,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,new,Q1,0,24.9,0,2,0,0,0,-1.3247,24.9,2,12.45,0.9614
3727-RJMEO,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,new,Q3,0,460.25,1,2,1,3,0,0.6011,20.7125,12,11.8357,5.489
3779-OSWCF,Female,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,loyal,Q4,0,6506.15,1,0,0,8,4,0.9451,10.3556,0,1.2944,69.0674
6736-DHUQI,Female,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),No,loyal,Q3,0,5598.3,1,1,1,4,3,0.6659,16.96,67,1.2471,65.2483
3915-ODIYG,Male,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,No,loyal,Q3,1,4374.55,0,1,0,5,2,0.2322,11.9583,60,1.1762,60.1313
1360-RCYRT,Male,Yes,Yes,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),No,developing,Q1,0,678.75,1,2,0,1,1,-1.1436,15.175,46,1.2646,21.6507
2724-FJDYW,Male,No,Yes,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),No,established,Q2,0,2191.7,1,1,0,4,2,-0.3294,10.97,39,1.3712,39.2426
4451-RWASJ,Male,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,No,developing,Q1,0,239.75,1,1,0,1,0,-1.5042,9.75,15,1.2188,11.6951
6646-VRFOL,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,loyal,Q4,1,5485.5,1,2,1,6,2,1.299,14.8357,106,1.9231,52.3176
3460-TJBWI,Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,developing,Q1,0,609.05,1,0,0,2,0,-1.348,8.0667,0,0.968,24.1687
5917-HBSDW,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,No,established,Q1,0,683.75,1,2,0,1,0,-1.5092,9.675,74,0.5092,33.5995
5685-IIXLY,Female,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,new,Q3,0,404.2,1,2,1,3,1,0.6261,20.9,10,13.9333,4.7778
5671-UUNXD,Female,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,No,loyal,Q4,1,5189.75,1,1,1,5,1,1.1927,16.775,50,1.9735,51.0551
0956-ACVZC,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),No,loyal,Q4,0,5060.9,0,1,1,4,1,0.975,18.82,54,1.7109,53.2166
2325-NBPZG,Female,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,new,Q3,0,233.65,0,2,1,2,1,0.3253,24.85,6,18.6375,3.0927
4250-ZBWLV,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,Yes,loyal,Q4,0,7176.55,0,1,1,7,3,1.4519,13.5562,68,1.5717,65.5692
4482-FTFFX,Male,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,No,new,Q2,0,291.45,0,2,0,3,2,-0.2862,14.0375,10,9.3583,5.0997
8859-DZTGQ,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,established,Q1,0,689.75,0,0,0,1,0,-1.476,10.175,0,0.5985,32.3068
0440-MOGPM,Female,No,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,No,established,Q3,0,3263.9,0,1,0,6,2,0.5247,11.5071,41,1.9179,40.0233
0020-JDNXP,Female,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,No,established,Q2,0,1993.2,1,1,0,5,3,-0.1167,10.2083,34,1.75,32.0193
3752-CQSJI,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No,developing,Q1,0,254.5,1,2,0,1,0,-1.4726,10.225,26,1.4607,11.8648
5025-GOOKI,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),No,developing,Q1,0,347.65,0,2,0,1,0,-1.5241,9.45,40,0.9,17.4698
4698-KVLLG,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,loyal,Q1,1,967.9,0,0,0,1,0,-1.5009,9.8,0,0.3769,46.9854
5095-AESKG,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes,new,Q4,0,242.95,1,2,1,4,1,0.8886,18.3,6,22.875,2.6265
2887-JPYLU,Female,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,established,Q2,0,1841.9,1,2,0,1,0,-0.6501,22.6,82,1.0762,39.868
4770-QAZXN,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No,developing,Q1,0,232.1,0,2,0,1,0,-1.5059,9.725,26,1.3893,11.3496
4896-CPRPF,Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,established,Q1,0,809.25,1,0,0,2,0,-1.3065,8.4833,0,0.7069,30.5955
1871-MOWRM,Male,Yes,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),Yes,new,Q3,0,866.45,1,2,1,3,2,0.5347,20.2125,24,6.2192,10.5858
9714-EDSUC,Male,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,No,new,Q4,0,360.55,0,2,1,5,3,1.0016,15.8167,8,18.98,3.7596
2027-OAQQC,Female,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,established,Q2,0,2076.2,0,2,0,3,1,-0.5222,12.2625,86,1.1148,41.4825
0282-NVSJS,Female,Yes,Yes,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,No,new,Q1,1,355.9,1,2,0,1,1,-1.1785,14.65,24,2.2538,11.7459
9090-SGQXL,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,loyal,Q4,1,7299.65,1,2,1,6,2,1.3472,15.0429,136,1.5261,68.6703
6595-YGXIT,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,established,Q3,1,2291.2,0,2,1,4,1,0.8039,17.79,50,3.4212,25.4719
7353-YOWFP,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,new,Q1,0,129.15,0,1,0,1,0,-1.4793,10.125,7,2.5312,6.0776
9835-ZIITK,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,Yes,loyal,Q4,1,7491.75,1,1,1,7,3,1.5317,13.8562,66,1.6545,66.9803
8008-ESFLK,Female,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,No,loyal,Q4,0,5835.5,1,1,1,7,4,1.52,13.8125,53,2.0463,52.3363
7537-CBQUZ,Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,loyal,Q4,1,7031.45,0,2,1,7,3,1.4835,13.675,126,1.7094,63.6907
1555-DJEQW,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes,loyal,Q4,0,7723.9,1,0,1,8,4,1.643,12.6889,0,1.6085,67.0477
5649-TJHOV,Male,Yes,No,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),Yes,established,Q2,1,1032.0,1,2,0,1,0,-0.9392,18.25,54,1.3036,27.52
0519-XUZJU,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,Yes,new,Q3,0,70.75,0,2,1,1,0,0.199,35.375,2,35.375,0.9861
3363-EWLGO,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,new,Q1,0,109.6,0,2,0,1,0,-1.4893,9.975,10,3.325,5.2315
4750-UKWJK,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,established,Q1,1,727.8,1,1,0,1,0,-1.5009,9.8,37,0.5158,35.3301
6338-AVWCY,Male,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,Yes,new,Q2,0,130.75,0,2,0,2,1,-0.8179,13.3833,6,10.0375,3.1774
1689-YQBYY,Female,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,new,Q3,0,893.0,1,2,1,2,0,0.3934,25.5333,24,5.8923,11.5077
4487-ZYJZK,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No,established,Q1,0,763.1,1,1,0,1,0,-1.5009,9.8,38,0.5026,37.0437
2959-FENLU,Female,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),No,new,Q3,0,781.4,0,2,1,3,1,0.6826,21.325,18,8.53,9.0545
0708-LGSMF,Male,Yes,No,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,developing,Q2,0,902.25,1,2,0,4,1,0.0362,13.17,26,4.7036,13.4966
9253-QXKBE,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,established,Q4,1,2653.65,1,2,1,4,0,0.9866,18.89,58,3.1483,27.8015
7634-HLQJR,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,established,Q1,0,1016.7,1,0,0,1,0,-1.4859,10.025,0,0.4177,48.2993
0487-RPVUM,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),No,loyal,Q4,0,5943.65,1,2,1,6,3,1.1512,14.2,122,1.6032,59.1997
4079-ULGFR,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,developing,Q1,0,275.7,0,2,0,1,0,-1.4876,10.0,32,1.1765,13.1286
2516-XSJKX,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,No,established,Q3,0,3126.45,1,0,0,6,3,0.4549,11.2071,0,1.8679,39.3512
0057-QBUQH,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,No,established,Q1,0,1070.15,1,0,0,2,0,-1.3181,8.3667,0,0.5705,41.0019
9445-SZLCH,Female,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes,established,Q4,0,3457.9,1,2,1,5,2,1.083,16.225,72,2.6311,35.1591
6599-SFQVE,Female,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,new,Q2,0,340.4,0,2,0,2,0,-0.3244,18.3333,12,7.8571,6.0786
8331-ZXFOE,Female,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),No,loyal,Q3,0,4299.2,0,1,0,6,4,0.2106,10.1571,58,1.2051,59.6283
4003-FUSHP,Male,No,No,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),No,developing,Q2,0,1093.2,0,2,0,3,1,-0.1067,15.3875,38,3.0775,17.4772
0356-ERHVT,Male,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,new,Q2,0,521.9,1,2,0,1,0,-0.6268,22.95,22,3.825,11.1279
7325-ENZFI,Female,No,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),No,established,Q2,0,1630.4,0,1,0,3,3,-0.8129,10.075,39,1.0075,39.477
4884-ZTHVF,Female,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,new,Q3,1,713.6,0,2,1,3,1,0.7424,21.775,16,9.6778,8.0999
3920-HIHMQ,Female,No,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,established,Q2,0,1265.65,1,2,0,2,0,-0.5072,16.5,52,1.8333,25.0624
3055-OYMSE,Female,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,loyal,Q3,1,4003.85,0,2,1,2,1,0.3004,24.6,106,1.3667,53.5274
0613-WUXUM,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No,loyal,Q1,0,1401.4,1,0,0,1,0,-1.5142,9.6,0,0.2704,69.3762
7568-PODML,Male,No,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes,new,Q2,0,45.3,0,2,0,2,0,-0.6468,15.1,2,22.65,0.9784
4458-KVRBJ,Male,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,loyal,Q1,0,1510.5,0,0,0,2,0,-1.3214,8.3333,0,0.4167,58.0962
5349-IECLD,Male,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,Yes,new,Q4,0,178.1,0,2,1,4,1,1.0033,18.99,4,31.65,1.8562
1397-XKKWR,Male,No,No,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,No,new,Q1,0,264.8,0,1,0,2,2,-0.9791,11.7667,7,4.4125,7.2948
3945-GFWQL,Female,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,new,Q2,0,480.6,1,2,0,1,0,-0.6717,22.275,24,3.4269,10.551
8097-OMULG,Male,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),No,loyal,Q3,0,4541.9,1,1,0,6,3,0.3984,10.9643,59,1.2792,58.4167
6013-BHCAW,Male,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,loyal,Q3,0,4976.15,1,0,0,6,2,0.5397,11.5714,0,1.3065,60.6848
0401-WDBXM,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,loyal,Q4,0,7542.25,1,0,1,6,2,1.3555,15.0786,0,1.4459,70.786
3387-PLKUI,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,developing,Q1,0,251.25,1,2,0,1,0,-1.5275,9.4,26,1.3429,12.6894
6096-EGVTU,Female,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,loyal,Q1,0,1595.5,1,1,0,2,0,-1.3247,8.3,64,0.3831,61.6023
3797-VTIDR,Male,Yes,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,new,Q1,0,23.45,1,2,0,0,0,-1.3729,23.45,2,11.725,0.9591
5081-NWSUP,Female,No,No,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,No,new,Q2,0,685.55,0,1,0,4,2,0.0046,12.98,10,5.9,10.4029
2580-ATZSQ,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),No,loyal,Q2,0,3874.1,1,1,0,4,3,-0.1134,12.27,65,0.9295,62.1347
8085-MSNLK,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,No,loyal,Q4,0,6891.4,1,0,1,8,4,1.6347,12.6611,0,1.8087,59.9513
9691-HKOVS,Female,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,No,loyal,Q4,0,4916.95,1,1,0,8,4,0.8437,10.0167,55,1.6098,53.9435
9881-VCZEP,Female,Yes,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,No,established,Q2,0,1373.0,1,2,0,3,1,-0.3543,13.525,50,2.0808,24.9183
9526-BIHHD,Male,No,No,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,Yes,new,Q1,0,29.7,0,2,0,1,1,-1.1652,14.85,2,14.85,0.9674
8757-TFHHJ,Male,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,new,Q2,0,49.8,0,2,0,2,1,-0.4972,16.6,2,24.9,0.9803
4523-WXCEF,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes,loyal,Q4,0,6039.9,1,2,1,5,1,1.2077,16.85,118,1.685,59.1567
1468-DEFNC,Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No,loyal,Q1,1,1548.65,1,0,0,2,0,-1.3414,8.1333,0,0.3754,60.9705
5119-KEPFY,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,established,Q4,0,3440.25,1,2,1,4,0,1.0049,19.0,72,2.5676,35.8359
8364-TRMMK,Female,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,new,Q2,0,151.3,0,2,0,2,0,-0.469,16.8833,6,12.6625,2.9293
0916-KNFAJ,Male,Yes,No,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,No,loyal,Q2,0,4226.7,1,0,0,5,2,0.1708,11.65,0,1.1274,59.615
8319-QBEHW,Male,No,Yes,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),No,established,Q2,0,1023.75,1,1,0,2,1,-0.8246,13.3167,26,1.4796,25.0
3063-QFSZL,Female,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,new,Q2,0,55.4,0,2,0,2,0,-0.3111,18.4667,2,27.7,0.9823
8775-LHDJH,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,new,Q4,1,90.6,1,2,1,4,1,0.8587,18.12,2,45.3,0.9891
9625-QNLUX,Male,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),No,loyal,Q4,0,7074.4,1,0,1,6,3,1.2791,14.75,0,1.4964,67.86
3097-NQYSN,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,Yes,new,Q3,1,156.35,1,2,1,3,0,0.7341,21.7125,4,28.95,1.7797
4024-CSNBY,Female,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),No,loyal,Q4,0,6849.75,1,0,1,6,4,0.98,13.4643,0,1.2911,71.9134
7110-BDTWG,Female,Yes,No,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,No,loyal,Q2,0,3263.6,1,0,0,3,2,-0.5886,11.7625,0,0.6535,67.9209
7493-GVFIO,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,loyal,Q1,0,1252.85,0,0,0,1,0,-1.4693,10.275,0,0.3543,58.1369
0690-SRQID,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No,new,Q1,0,67.55,0,2,0,1,0,-1.4992,9.825,8,3.93,3.2712
9605-WGJVW,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,new,Q2,1,70.2,0,2,1,1,0,0.1807,35.1,2,35.1,0.986
9114-DPSIA,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),No,loyal,Q3,0,5750.0,1,0,0,7,4,0.5397,10.125,0,1.1096,70.122
4700-UBQMV,Male,Yes,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No,developing,Q3,0,1549.75,1,1,0,5,1,0.3702,12.65,21,3.45,20.1528
7711-GQBZC,Female,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,loyal,Q1,0,1810.55,1,0,0,2,0,-1.3314,8.2333,0,0.3431,70.4494
3565-UNOCC,Female,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,established,Q4,1,2952.85,1,2,1,5,1,1.1395,16.5083,58,3.3017,29.5137
4627-MIHJH,Female,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,loyal,Q4,1,7467.55,0,0,1,7,3,1.5117,13.7812,0,1.575,67.124
9795-NREXC,Female,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,loyal,Q3,0,5484.4,1,0,0,7,3,0.6726,10.625,0,1.3077,63.7721
8573-CGOCC,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No,developing,Q1,0,294.9,0,2,0,1,0,-1.4959,9.875,32,1.1618,14.212
7356-AYNJP,Female,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,No,new,Q1,0,97.5,0,1,0,2,0,-1.358,7.9667,4,4.78,3.9157
9249-FXSCK,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),Yes,loyal,Q4,0,5916.45,0,1,1,7,3,1.545,13.9062,52,2.0991,52.7078
5493-SDRDQ,Male,No,No,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,Yes,new,Q2,0,113.35,0,2,0,3,2,-0.3211,13.775,4,18.3667,2.0205
6286-SUUWT,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,new,Q1,0,19.95,0,2,0,1,0,-1.4893,9.975,2,9.975,0.9523
4819-HJPIW,Male,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,developing,Q1,0,476.8,0,2,0,0,0,-1.3164,25.15,36,1.3237,18.2333
8654-DHAOW,Female,No,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,No,new,Q2,0,101.65,0,2,0,3,1,-0.3527,13.5375,4,18.05,1.8432
5438-QMDDL,Female,Yes,No,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,No,developing,Q2,0,1130.85,1,2,0,3,1,-0.1649,14.95,38,2.99,18.5995
9812-GHVRI,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),No,established,Q3,0,3532.25,0,2,1,3,0,0.6344,20.9625,80,2.0451,41.6293
5553-AOINX,Female,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,No,loyal,Q4,1,6891.45,1,1,1,6,2,1.3339,14.9857,66,1.5657,65.0751
1228-ZLNBX,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,developing,Q3,0,1570.7,0,2,1,2,0,0.3502,25.1,42,3.4227,20.5858
4226-KKDON,Male,No,No,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,No,new,Q2,0,520.95,0,2,0,4,2,0.0628,13.33,16,7.4056,7.7007
3831-YCPUO,Female,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,loyal,Q4,0,7854.9,1,0,1,7,4,1.4868,13.6875,0,1.5,71.0851
7445-WMRBW,Female,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),No,established,Q3,0,3581.4,0,1,0,6,3,0.302,10.55,48,1.5071,47.8477
3308-DGHKL,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No,loyal,Q1,0,1447.9,0,0,0,1,0,-1.5109,9.65,0,0.2757,71.3251
9924-JPRMC,Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,loyal,Q4,0,8547.15,0,0,1,8,4,1.7759,13.1333,0,1.6192,71.7043
0080-EMYVY,Female,No,No,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),No,developing,Q2,0,727.85,0,1,0,2,1,-0.4424,17.15,14,3.43,13.877
6218-KNUBD,Male,No,No,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,No,new,Q2,0,357.6,0,2,0,3,1,-0.1765,14.8625,12,8.4929,5.9156
